Timestamp,Email address,What is your name?,Please enter your email address.,What is your age group?,What is your gender?,How frequently do you order food from Swiggy?,What type of food do you usually order?,What time of day do you usually place your order?,What is your average order value?,Rate your overall delivery experience with Swiggy?,Was the delivery on time?,How would you rate the food packaging quality?,Did you face any issues with the delivery executive?,How easy is it to navigate the Swiggy app/website?,What is your preferred payment method?,Which mode do you prefer more?
24/10/2024 17:10:30,user156@example.com,User 156,user156@example.com,55+,Prefer not to say,Occasionally,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,3,No,5,Credit/Debit Card,Cafes
24/10/2024 17:10:30,user157@example.com,User 157,user157@example.com,25-34,Male,Daily,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,No,4,No,2,Credit/Debit Card,Cafes
24/10/2024 17:10:30,user158@example.com,User 158,user158@example.com,35-44,Non-binary/Other,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),More than ₹1000,3,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:30,user159@example.com,User 159,user159@example.com,18-24,Non-binary/Other,Monthly,Other,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,No,1,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:31,user160@example.com,User 160,user160@example.com,25-34,Non-binary/Other,Weekly,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,No,2,Yes,2,Cash on Delivery,Dine restaurant
24/10/2024 17:10:31,user161@example.com,User 161,user161@example.com,35-44,Female,Monthly,Desserts,Breakfast (6 AM - 10 AM),₹500 - ₹1000,5,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:31,user162@example.com,User 162,user162@example.com,35-44,Prefer not to say,Occasionally,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,Yes,2,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:32,user163@example.com,User 163,user163@example.com,18-24,Male,Weekly,Desserts,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,No,4,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:32,user164@example.com,User 164,user164@example.com,55+,Male,Weekly,Beverages,Dinner (7 PM - 10 PM),More than ₹1000,3,No,3,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:32,user165@example.com,User 165,user165@example.com,45-54,Female,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,2,No,1,No,3,Cash on Delivery,Cafes
24/10/2024 17:10:33,user166@example.com,User 166,user166@example.com,35-44,Female,Occasionally,Italian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,5,Yes,5,No,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:33,user167@example.com,User 167,user167@example.com,35-44,Prefer not to say,Occasionally,Indian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,5,Yes,2,Yes,5,Cash on Delivery,Dine restaurant
24/10/2024 17:10:33,user168@example.com,User 168,user168@example.com,55+,Non-binary/Other,Occasionally,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,5,No,5,Yes,2,Cash on Delivery,Cafes
24/10/2024 17:10:33,user169@example.com,User 169,user169@example.com,55+,Prefer not to say,Occasionally,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,5,No,2,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:34,user170@example.com,User 170,user170@example.com,18-24,Male,Monthly,Beverages,Dinner (7 PM - 10 PM),₹200 - ₹500,1,No,4,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:34,user171@example.com,User 171,user171@example.com,45-54,Prefer not to say,Daily,Italian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,2,Yes,2,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:34,user172@example.com,User 172,user172@example.com,35-44,Male,Daily,Desserts,Lunch (12 PM - 3 PM),More than ₹1000,3,Yes,5,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:35,user173@example.com,User 173,user173@example.com,25-34,Female,Daily,Other,Lunch (12 PM - 3 PM),More than ₹1000,4,No,5,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:35,user174@example.com,User 174,user174@example.com,25-34,Prefer not to say,Weekly,Healthy/Organic,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,4,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:35,user175@example.com,User 175,user175@example.com,55+,Non-binary/Other,Weekly,Indian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,Yes,1,Yes,2,Net Banking,Dine restaurant
24/10/2024 17:10:36,user176@example.com,User 176,user176@example.com,45-54,Prefer not to say,Weekly,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,3,Yes,3,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:36,user177@example.com,User 177,user177@example.com,18-24,Prefer not to say,Daily,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,2,No,3,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:36,user178@example.com,User 178,user178@example.com,18-24,Male,Occasionally,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,5,Yes,2,Yes,5,Cash on Delivery,Cafes
24/10/2024 17:10:37,user179@example.com,User 179,user179@example.com,45-54,Female,Monthly,Desserts,Breakfast (6 AM - 10 AM),₹500 - ₹1000,4,No,5,Yes,3,Credit/Debit Card,Cafes
24/10/2024 17:10:37,user180@example.com,User 180,user180@example.com,18-24,Non-binary/Other,Daily,Italian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,Yes,2,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:37,user181@example.com,User 181,user181@example.com,55+,Prefer not to say,Occasionally,Desserts,Late Night (After 10 PM),₹500 - ₹1000,5,No,4,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:37,user182@example.com,User 182,user182@example.com,35-44,Female,Occasionally,Italian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,No,5,Yes,4,Net Banking,Cafes
24/10/2024 17:10:38,user183@example.com,User 183,user183@example.com,18-24,Female,Weekly,Beverages,Lunch (12 PM - 3 PM),More than ₹1000,4,No,4,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:38,user184@example.com,User 184,user184@example.com,35-44,Male,Monthly,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,5,No,4,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:38,user185@example.com,User 185,user185@example.com,45-54,Female,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,1,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:39,user186@example.com,User 186,user186@example.com,45-54,Non-binary/Other,Monthly,Beverages,Late Night (After 10 PM),More than ₹1000,3,Yes,3,Yes,5,Cash on Delivery,Cafes
24/10/2024 17:10:39,user187@example.com,User 187,user187@example.com,45-54,Male,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,3,No,5,No,3,Net Banking,Dine restaurant
24/10/2024 17:10:39,user188@example.com,User 188,user188@example.com,25-34,Male,Weekly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,2,No,5,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:40,user189@example.com,User 189,user189@example.com,35-44,Non-binary/Other,Monthly,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,3,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:40,user190@example.com,User 190,user190@example.com,35-44,Female,Monthly,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,4,No,1,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:40,user191@example.com,User 191,user191@example.com,55+,Male,Daily,Beverages,Lunch (12 PM - 3 PM),₹200 - ₹500,5,Yes,3,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:40,user192@example.com,User 192,user192@example.com,25-34,Female,Occasionally,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,1,No,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:41,user193@example.com,User 193,user193@example.com,25-34,Non-binary/Other,Weekly,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,5,No,5,Cash on Delivery,Dine restaurant
24/10/2024 17:10:41,user194@example.com,User 194,user194@example.com,25-34,Female,Occasionally,Desserts,Dinner (7 PM - 10 PM),Less than ₹200,5,Yes,1,No,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:41,user195@example.com,User 195,user195@example.com,35-44,Male,Weekly,Chinese Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,No,3,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:10:42,user196@example.com,User 196,user196@example.com,45-54,Male,Daily,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,3,No,1,No,3,Cash on Delivery,Cafes
24/10/2024 17:10:42,user197@example.com,User 197,user197@example.com,25-34,Male,Daily,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,2,Yes,5,No,3,Cash on Delivery,Cafes
24/10/2024 17:10:42,user198@example.com,User 198,user198@example.com,25-34,Prefer not to say,Weekly,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,2,Yes,3,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:42,user199@example.com,User 199,user199@example.com,25-34,Non-binary/Other,Occasionally,Other,Breakfast (6 AM - 10 AM),More than ₹1000,5,Yes,4,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:10:43,user200@example.com,User 200,user200@example.com,35-44,Prefer not to say,Occasionally,Italian Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,4,Yes,1,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:43,user201@example.com,User 201,user201@example.com,25-34,Prefer not to say,Weekly,Other,Lunch (12 PM - 3 PM),More than ₹1000,1,Yes,3,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:43,user202@example.com,User 202,user202@example.com,35-44,Non-binary/Other,Daily,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,3,Yes,1,Yes,2,Net Banking,Cafes
24/10/2024 17:10:44,user203@example.com,User 203,user203@example.com,25-34,Prefer not to say,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,3,No,5,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:44,user204@example.com,User 204,user204@example.com,25-34,Prefer not to say,Monthly,Other,Dinner (7 PM - 10 PM),More than ₹1000,4,No,1,No,2,Cash on Delivery,Cafes
24/10/2024 17:10:44,user205@example.com,User 205,user205@example.com,45-54,Prefer not to say,Monthly,Healthy/Organic,Dinner (7 PM - 10 PM),Less than ₹200,5,No,1,Yes,4,Cash on Delivery,Dine restaurant
24/10/2024 17:10:44,user206@example.com,User 206,user206@example.com,55+,Non-binary/Other,Monthly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,No,1,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:45,user207@example.com,User 207,user207@example.com,45-54,Prefer not to say,Weekly,Other,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,4,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:45,user208@example.com,User 208,user208@example.com,45-54,Non-binary/Other,Weekly,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,No,4,No,2,Net Banking,Dine restaurant
24/10/2024 17:10:45,user209@example.com,User 209,user209@example.com,45-54,Prefer not to say,Monthly,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,5,No,1,No,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:46,user210@example.com,User 210,user210@example.com,18-24,Female,Daily,Other,Dinner (7 PM - 10 PM),More than ₹1000,3,Yes,1,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:46,user211@example.com,User 211,user211@example.com,35-44,Female,Daily,Indian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,No,1,Yes,2,Net Banking,Cafes
24/10/2024 17:10:47,user212@example.com,User 212,user212@example.com,35-44,Prefer not to say,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,1,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:47,user213@example.com,User 213,user213@example.com,18-24,Prefer not to say,Occasionally,Chinese Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,Yes,1,Yes,1,Net Banking,Cafes
24/10/2024 17:10:48,user214@example.com,User 214,user214@example.com,55+,Female,Occasionally,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,5,Yes,5,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:48,user215@example.com,User 215,user215@example.com,18-24,Non-binary/Other,Monthly,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,4,Yes,3,No,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:48,user216@example.com,User 216,user216@example.com,55+,Non-binary/Other,Monthly,Italian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,4,No,1,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:49,user217@example.com,User 217,user217@example.com,18-24,Non-binary/Other,Daily,Indian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,No,1,No,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:49,user218@example.com,User 218,user218@example.com,18-24,Male,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,3,Yes,2,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:49,user219@example.com,User 219,user219@example.com,18-24,Non-binary/Other,Occasionally,Italian Cuisine,Late Night (After 10 PM),More than ₹1000,2,No,2,No,4,Cash on Delivery,Cafes
24/10/2024 17:10:50,user220@example.com,User 220,user220@example.com,25-34,Non-binary/Other,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,No,4,Yes,4,Net Banking,Dine restaurant
24/10/2024 17:10:50,user221@example.com,User 221,user221@example.com,25-34,Male,Weekly,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,3,No,1,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:50,user222@example.com,User 222,user222@example.com,55+,Prefer not to say,Occasionally,Beverages,Dinner (7 PM - 10 PM),Less than ₹200,3,Yes,2,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:50,user223@example.com,User 223,user223@example.com,45-54,Female,Occasionally,Other,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,No,2,No,1,Cash on Delivery,Dine restaurant
24/10/2024 17:10:51,user224@example.com,User 224,user224@example.com,55+,Prefer not to say,Daily,Beverages,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,1,No,2,Cash on Delivery,Dine restaurant
24/10/2024 17:10:52,user225@example.com,User 225,user225@example.com,45-54,Non-binary/Other,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,5,Yes,1,No,5,Cash on Delivery,Dine restaurant
24/10/2024 17:10:52,user226@example.com,User 226,user226@example.com,25-34,Non-binary/Other,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,5,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:10:53,user227@example.com,User 227,user227@example.com,55+,Female,Occasionally,Other,Late Night (After 10 PM),Less than ₹200,5,No,1,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:53,user228@example.com,User 228,user228@example.com,25-34,Prefer not to say,Weekly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,Yes,3,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:53,user229@example.com,User 229,user229@example.com,45-54,Non-binary/Other,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,1,No,3,No,2,Credit/Debit Card,Cafes
24/10/2024 17:10:54,user230@example.com,User 230,user230@example.com,45-54,Female,Occasionally,Desserts,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,No,3,No,1,Credit/Debit Card,Cafes
24/10/2024 17:10:54,user231@example.com,User 231,user231@example.com,25-34,Female,Daily,Other,Breakfast (6 AM - 10 AM),Less than ₹200,3,Yes,2,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:54,user232@example.com,User 232,user232@example.com,25-34,Male,Daily,Desserts,Dinner (7 PM - 10 PM),Less than ₹200,3,Yes,3,No,4,Net Banking,Cafes
24/10/2024 17:10:54,user233@example.com,User 233,user233@example.com,55+,Female,Monthly,Indian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,5,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:10:55,user234@example.com,User 234,user234@example.com,55+,Prefer not to say,Weekly,Italian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,4,No,5,Yes,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:55,user235@example.com,User 235,user235@example.com,18-24,Female,Weekly,Desserts,Late Night (After 10 PM),More than ₹1000,1,No,5,No,3,Net Banking,Cafes
24/10/2024 17:10:56,user236@example.com,User 236,user236@example.com,25-34,Female,Weekly,Desserts,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,No,4,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:10:56,user237@example.com,User 237,user237@example.com,35-44,Male,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,Yes,5,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:56,user238@example.com,User 238,user238@example.com,18-24,Female,Daily,Healthy/Organic,Dinner (7 PM - 10 PM),More than ₹1000,1,No,3,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:56,user239@example.com,User 239,user239@example.com,45-54,Male,Monthly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,3,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:10:57,user240@example.com,User 240,user240@example.com,45-54,Prefer not to say,Monthly,Italian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,1,Yes,4,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:57,user241@example.com,User 241,user241@example.com,35-44,Prefer not to say,Daily,Beverages,Dinner (7 PM - 10 PM),Less than ₹200,3,No,3,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:57,user242@example.com,User 242,user242@example.com,18-24,Prefer not to say,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,2,Yes,1,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:58,user243@example.com,User 243,user243@example.com,45-54,Male,Weekly,Beverages,Dinner (7 PM - 10 PM),Less than ₹200,4,No,5,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:58,user244@example.com,User 244,user244@example.com,25-34,Male,Daily,Beverages,Dinner (7 PM - 10 PM),More than ₹1000,5,No,2,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:58,user245@example.com,User 245,user245@example.com,35-44,Male,Monthly,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,4,No,1,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:59,user246@example.com,User 246,user246@example.com,25-34,Male,Weekly,Other,Late Night (After 10 PM),₹200 - ₹500,5,Yes,5,Yes,4,Cash on Delivery,Cafes
24/10/2024 17:10:59,user247@example.com,User 247,user247@example.com,18-24,Prefer not to say,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,Yes,1,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:59,user248@example.com,User 248,user248@example.com,18-24,Male,Monthly,Other,Late Night (After 10 PM),Less than ₹200,2,Yes,2,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:11:00,user249@example.com,User 249,user249@example.com,55+,Prefer not to say,Monthly,Indian Cuisine,Late Night (After 10 PM),More than ₹1000,1,Yes,3,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:11:00,user250@example.com,User 250,user250@example.com,55+,Male,Occasionally,Desserts,Lunch (12 PM - 3 PM),₹200 - ₹500,1,No,1,No,5,Net Banking,Dine restaurant
24/10/2024 17:11:01,user251@example.com,User 251,user251@example.com,18-24,Male,Occasionally,Other,Dinner (7 PM - 10 PM),More than ₹1000,2,No,1,No,3,Cash on Delivery,Cafes
24/10/2024 17:11:01,user252@example.com,User 252,user252@example.com,55+,Non-binary/Other,Monthly,Chinese Cuisine,Late Night (After 10 PM),₹500 - ₹1000,1,No,4,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:11:02,user253@example.com,User 253,user253@example.com,45-54,Male,Monthly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,5,No,1,Yes,4,Credit/Debit Card,Cafes
24/10/2024 17:11:02,user254@example.com,User 254,user254@example.com,18-24,Non-binary/Other,Monthly,Chinese Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,No,2,Yes,5,Net Banking,Dine restaurant
24/10/2024 17:11:02,user255@example.com,User 255,user255@example.com,55+,Non-binary/Other,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),₹500 - ₹1000,5,No,5,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:11:02,user256@example.com,User 256,user256@example.com,55+,Female,Occasionally,Other,Lunch (12 PM - 3 PM),More than ₹1000,5,No,3,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:11:03,user257@example.com,User 257,user257@example.com,18-24,Non-binary/Other,Daily,Beverages,Late Night (After 10 PM),Less than ₹200,1,Yes,5,No,2,Credit/Debit Card,Cafes
24/10/2024 17:11:03,user258@example.com,User 258,user258@example.com,25-34,Prefer not to say,Weekly,Chinese Cuisine,Late Night (After 10 PM),More than ₹1000,4,No,3,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:11:03,user259@example.com,User 259,user259@example.com,35-44,Female,Monthly,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,5,No,2,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:11:03,user260@example.com,User 260,user260@example.com,35-44,Prefer not to say,Occasionally,Beverages,Breakfast (6 AM - 10 AM),₹500 - ₹1000,3,Yes,5,Yes,5,Cash on Delivery,Dine restaurant
24/10/2024 17:11:04,user261@example.com,User 261,user261@example.com,45-54,Female,Monthly,Other,Late Night (After 10 PM),Less than ₹200,3,Yes,3,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:11:04,user262@example.com,User 262,user262@example.com,35-44,Prefer not to say,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹500 - ₹1000,2,Yes,3,No,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:11:05,user263@example.com,User 263,user263@example.com,45-54,Female,Weekly,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,4,Yes,4,Yes,4,Net Banking,Cafes
24/10/2024 17:11:06,user264@example.com,User 264,user264@example.com,35-44,Male,Monthly,Italian Cuisine,Late Night (After 10 PM),More than ₹1000,3,No,2,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:11:07,user265@example.com,User 265,user265@example.com,35-44,Prefer not to say,Weekly,Indian Cuisine,Late Night (After 10 PM),More than ₹1000,3,No,1,Yes,3,Cash on Delivery,Dine restaurant
24/10/2024 17:11:07,user266@example.com,User 266,user266@example.com,25-34,Male,Daily,Beverages,Lunch (12 PM - 3 PM),More than ₹1000,3,No,2,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:11:07,user267@example.com,User 267,user267@example.com,35-44,Prefer not to say,Monthly,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,2,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:11:07,user268@example.com,User 268,user268@example.com,18-24,Female,Monthly,Italian Cuisine,Late Night (After 10 PM),Less than ₹200,4,No,4,Yes,1,Cash on Delivery,Dine restaurant
24/10/2024 17:11:08,user269@example.com,User 269,user269@example.com,25-34,Non-binary/Other,Monthly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,1,No,3,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:11:08,user270@example.com,User 270,user270@example.com,35-44,Male,Monthly,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,2,No,3,No,1,Net Banking,Dine restaurant
24/10/2024 17:11:08,user271@example.com,User 271,user271@example.com,55+,Male,Daily,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,4,No,4,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:11:08,user272@example.com,User 272,user272@example.com,25-34,Prefer not to say,Weekly,Other,Late Night (After 10 PM),More than ₹1000,3,No,4,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:11:09,user273@example.com,User 273,user273@example.com,18-24,Prefer not to say,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,No,1,No,2,Net Banking,Dine restaurant
24/10/2024 17:11:10,user274@example.com,User 274,user274@example.com,55+,Male,Occasionally,Indian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,4,Yes,3,No,5,Cash on Delivery,Dine restaurant
24/10/2024 17:11:11,user275@example.com,User 275,user275@example.com,25-34,Male,Monthly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,3,No,5,Yes,4,Cash on Delivery,Cafes
24/10/2024 17:11:11,user276@example.com,User 276,user276@example.com,55+,Non-binary/Other,Monthly,Italian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,3,No,2,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:11:11,user277@example.com,User 277,user277@example.com,55+,Female,Monthly,Other,Late Night (After 10 PM),Less than ₹200,5,Yes,1,No,3,Net Banking,Dine restaurant
24/10/2024 17:11:12,user278@example.com,User 278,user278@example.com,18-24,Female,Occasionally,Chinese Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,1,Yes,3,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:11:12,user279@example.com,User 279,user279@example.com,35-44,Non-binary/Other,Daily,Beverages,Late Night (After 10 PM),More than ₹1000,5,No,1,Yes,2,Cash on Delivery,Dine restaurant
24/10/2024 17:11:12,user280@example.com,User 280,user280@example.com,35-44,Prefer not to say,Occasionally,Beverages,Late Night (After 10 PM),₹500 - ₹1000,5,No,2,Yes,2,Net Banking,Dine restaurant
